14353 0.5675 0.6875 s k t 5189	s,ə
15476 0.5625 0.7725 s k t 6509	s,o
11854 0.665 0.825 s k t 2294	ɔ,s
6046 0.7525 0.9325 s k t 1571	ɔ,s
11977 0.775 0.945 s b t 0511	y,s
8006 0.51 0.69 s k t 2294	s,i
4625 0.3275 0.5575 s b t 5189	y,s
14067 0.5125 0.7225 s b t 0511	y,s
26326 0.2625 0.5825 s k t 3347	s,o
14931 0.7225 0.8825 s k t 5189	s,ə
20531 0.53 0.72 s k s 2741	s,ə
13195 0.4475 0.6775 s k t 2294	s,i
18632 0.66 0.85 s b t 0511	s,u
1158 0.3675 0.6475 t k s 3851	i,t
10137 0.41 0.63 s k t 4926	y,s
21117 0.585 0.715 t s d 2294	t,e
10427 0.5775 0.7975 s k k 4926	s,ɛ
2912 0.6575 0.9075 t s d 3347	t,o
22305 0.6375 0.8475 s k k 1571	s,ə
10670 0.3675 0.5975 s b t 1571	y,s
2912 0.5675 0.8475 s k t 3347	s,o
20241 0.7125 0.9025 s k s 5189	s,ɛ
4322 0.4925 0.6625 s k t 2294	s,o
16639 0.8 0.9 t s d 5802	ɛ,t
26326 0.2625 0.5825 s k t 3347	ɔ,s
6641 0.44 0.64 s b t 0511	s,u
21536 0.7075 0.8875 t k s 1571	ɛ,t
24281 0.4475 0.7375 s k t 3851	s,ə
13195 0.4475 0.6775 s k t 2294	y,s
21275 0.5625 0.7825 t s f 4926	t,u
15101 0.3725 0.5625 s k t 1571	s,ə
21257 0.375 0.575 t s d 5189	a,t
5849 0.3525 0.6125 t s d 3347	t,o
11272 0.3575 0.5675 s k t 1571	ɔ,s
2912 0.5675 0.8475 s k t 3347	ɔ,s
18619 0.42 0.59 s b t 0511	s,o
13345 0.5475 0.7275 s b t 0511	y,s
10169 0.6275 0.8675 s k k 6895	s,ɛ
12374 0.5875 0.8375 s k s 0188	s,ə
7131 0.465 0.645 s k k 1571	s,ə
5379 0.53 0.77 s k k 0511	s,ɛ
19780 0.635 0.825 s k t 8824	s,i
18259 0.4025 0.6625 s k t 2294	s,o
16522 0.5475 0.6975 s k t 5802	s,o
2912 0.5675 0.8475 s k t 3347	y,s
21257 0.375 0.575 t s d 5189	i,t
15089 0.6675 0.8475 t s d 2741	a,t
3430 0.455 0.625 s b t 0511	s,o
13446 0.3775 0.6175 t k s 8824	i,t
19780 0.635 0.825 s k t 8824	y,s
18619 0.42 0.59 s b t 0511	a,s
11453 0.75 0.9 t s d 2294	t,o
14067 0.5125 0.7225 s b t 0511	s,o
15280 0.425 0.595 s b t 0511	a,s
18468 0.7375 0.8975 s b t 6509	a,s
24072 0.4225 0.6525 s k t 2741	y,s
13446 0.3775 0.6175 t k s 8824	ə,t
3440 0.695 0.905 s b t 4926	s,u
20216 0.66 0.81 s b t 2294	s,o
4625 0.3275 0.5575 s b t 5189	a,s
19742 0.6125 0.9125 t k s 8824	i,t
23880 0.545 0.705 s k t 5802	s,ə
5596 0.745 0.915 s k t 5189	s,ə
21257 0.375 0.575 t s d 5189	t,o
10670 0.3675 0.5975 s b t 1571	s,i
12374 0.5875 0.8375 s k s 0188	a,s
16731 0.295 0.665 s k t 0511	s,ə
15089 0.6675 0.8475 t s d 2741	ə,t
6046 0.7525 0.9325 s k t 1571	s,o
4322 0.4925 0.6625 s k t 2294	s,i
14067 0.5125 0.7225 s b t 0511	s,i
16639 0.74 0.86 s k t 5802	s,ə
16522 0.5475 0.6975 s k t 5802	y,s
3430 0.455 0.625 s b t 0511	a,s
10137 0.41 0.63 s k t 4926	s,ə
11977 0.775 0.945 s b t 0511	s,i
11453 0.75 0.9 t s d 2294	t,u
11977 0.775 0.945 s b t 0511	a,s
20383 0.585 0.745 s k t 0511	s,i
2912 0.6575 0.9075 t s d 3347	i,t
22666 0.7725 0.9025 t s f 6895	t,u
3430 0.455 0.625 s b t 0511	s,i
14067 0.5125 0.7225 s b t 0511	a,s
18468 0.7375 0.8975 s b t 6509	y,s
11272 0.4475 0.6375 t s f 1571	t,u
13969 0.505 0.695 s b t 3347	s,o
11977 0.775 0.945 s b t 0511	s,u
18632 0.66 0.85 s b t 0511	s,i
18465 0.63 0.86 s k t 2294	s,i
16522 0.5475 0.6975 s k t 5802	ɔ,s
1158 0.3675 0.6475 t k s 3851	ə,t
16786 0.7475 0.9475 s k t 5189	ɔ,s
8902 0.6875 0.8975 s k t 2741	s,ə
1158 0.3675 0.6475 t k s 3851	ɛ,t
13345 0.5475 0.7275 s b t 0511	a,s
24072 0.4225 0.6525 s k t 2741	s,ə
4625 0.3275 0.5575 s b t 5189	s,i
19183 0.775 0.945 s k t 8824	s,i
6641 0.44 0.64 s b t 0511	a,s
8006 0.51 0.69 s k t 2294	y,s
11272 0.3575 0.5675 s k t 1571	s,o
24072 0.4225 0.6525 s k t 2741	s,i
21117 0.585 0.715 t s d 2294	ɛ,t
5849 0.3525 0.6125 t s d 3347	t,u
371 0.7175 0.8775 t s f 0188	t,u
10031 0.5 0.68 s k t 5189	s,i
2912 0.6575 0.9075 t s d 3347	ə,t
18465 0.63 0.86 s k t 2294	s,ə
18888 0.5925 0.8125 s k t 3851	s,i
22815 0.45 0.66 s k t 2294	s,ə
18888 0.5925 0.8125 s k t 3851	s,o
10031 0.5 0.68 s k t 5189	s,o
16786 0.7475 0.9475 s k t 5189	s,ə
22815 0.45 0.66 s k t 2294	s,i
2912 0.5675 0.8475 s k t 3347	s,i
18619 0.42 0.59 s b t 0511	s,u
11272 0.3575 0.5675 s k t 1571	s,i
15089 0.6675 0.8475 t s d 2741	ɛ,t
21117 0.585 0.715 t s d 2294	a,t
18468 0.7375 0.8975 s b t 6509	s,u
20383 0.585 0.745 s k t 0511	y,s
15476 0.5625 0.7725 s k t 6509	y,s
18468 0.7375 0.8975 s b t 6509	s,o
10031 0.5 0.68 s k t 5189	y,s
